id,formula,formula_latex,family,subfamily,tc_max,tc_max_conditions,tc_ambient,discovery_year,total_papers,status,pairing_symmetry,structure_phase,ambient_sc,is_topological,is_unconventional,is_2d_or_interface,has_competing_order
mat:(tmtsf)2pf6,(TMTSF)2PF6,,organic,,1.2000000476837158,"P=0.9 GPa, resistivity, arXiv:cond-mat/0401159, confirmed by 2 papers",,1997,15,active_research,p-wave,,true,,true,,true
mat:rbni2se2,RbNi2Se2,,,,1.2000000476837158,"ambient, single_crystal, susceptibility, arXiv:2205.00116",1.2000000476837158,2022,1,active_research,,,true,,false,,false
mat:lasb2,LaSb2,,,,1.2000000476837158,"single_crystal, STM, arXiv:1306.3042",1.2000000476837158,2013,2,active_research,,,true,,,true,false
mat:yin3,YIn3,,,,1.2000000476837158,"ambient, single_crystal, resistivity, arXiv:1112.3083",,2011,1,active_research,,,,,false,,false
mat:nbb1.94,NbB1.94,,conventional,,1.2000000476837158,"ambient, arXiv:cond-mat/0304437",1.2000000476837158,2003,1,active_research,,,true,,false,,false
mat:mo50ge50,Mo50Ge50,,conventional,,1.2000000476837158,"thin_film, resistivity, arXiv:2309.00747",,2023,1,active_research,,,,,false,true,false
mat:au2pb,Au2Pb,,,,1.2000000476837158,"ambient, single_crystal, resistivity, arXiv:1512.02200, confirmed by 2 papers",1.2000000476837158,2015,2,active_research,s-wave,,true,true,false,,false
mat:ta/3dg,Ta/3DG,,,,1.2000000476837158,"thin_film, resistivity, arXiv:1408.5679",1.2000000476837158,2014,1,active_research,,,true,,,,false
mat:zrpd2sn,ZrPd2Sn,,,,1.2000000476837158,"polycrystal, resistivity, arXiv:2303.02908",1.2000000476837158,2023,1,active_research,,,true,,,,true
mat:cerh0.6co0.4in5,CeRh0.6Co0.4In5,,heavy_fermion,,1.2000000476837158,"single_crystal, specific_heat, arXiv:0704.2336",,2007,1,active_research,,,,,true,true,true
mat:nb4cu0.2sisb2,Nb4Cu0.2SiSb2,,,,1.2000000476837158,"ambient, polycrystal, resistivity, arXiv:2208.04834",1.2000000476837158,2022,1,active_research,,,true,,,,false
mat:uni2al3,UNi2Al3,,heavy_fermion,,1.2000000476837158,"ambient, polycrystal, resistivity, arXiv:cond-mat/9612039, confirmed by 4 papers",1.2000000476837158,1996,5,active_research,,,true,,true,,true
mat:th4h15,Th4H15,,hydride,,1.2000000476837158,"ambient, arXiv:2504.21101",1.2000000476837158,2021,3,active_research,,,true,,,,false
mat:be0.024al0.976,Be0.024Al0.976,,,,1.1799999475479126,"ambient, arXiv:1907.07597",1.1799999475479126,2019,1,active_research,,,true,,,,false
"mat:pd(bi,sb,te)x","Pd(Bi,Sb,Te)x",,chalcogenide,,1.159999966621399,"thin_film, resistivity, arXiv:2108.08559",1.159999966621399,2021,1,active_research,,,true,,,,false
mat:lanb2al20,LaNb2Al20,,,,1.149999976158142,"single_crystal, resistivity, arXiv:1802.06119",1.149999976158142,2018,1,active_research,,,true,,false,,false
mat:in+400ppmmn,In+400ppmMn,,,,1.149999976158142,"ambient, thin_film, resistivity, arXiv:cond-mat/9710140",1.149999976158142,1997,1,active_research,,,true,,,true,false
mat:be@c60,Be@C60,,fulleride,,1.1399999856948853,arXiv:2302.06897,,2023,1,active_research,,,,,,,false
mat:nb18si82,Nb18Si82,,conventional,,1.1339999437332153,"thin_film, resistivity, arXiv:1408.3673, confirmed by 2 papers",1.1339999437332153,2011,2,active_research,,,true,,false,true,false
mat:hf75fe25,Hf75Fe25,,,,1.1200000047683716,"thin_film, resistivity, arXiv:0806.0515",1.1200000047683716,2008,1,active_research,,,true,,,,false
mat:α-(et)2nh4hg(ncs)4,α-(ET)2NH4Hg(NCS)4,,,,1.1200000047683716,"ambient, susceptibility, arXiv:cond-mat/0311498",1.1200000047683716,2003,1,active_research,,,true,,true,true,false
mat:la11n9h2,La11N9H2,,hydride,,1.1100000143051147,"P=20 GPa, arXiv:2312.01290",,2023,1,active_research,,2222,,,,,false
mat:lata2al20,LaTa2Al20,,,,1.100000023841858,"single_crystal, resistivity, arXiv:1802.06119",1.100000023841858,2018,1,active_research,,,true,,false,,false
mat:α-et2nh4hg(scn)4,α-ET2NH4Hg(SCN)4,,,,1.100000023841858,"ambient, muSR, arXiv:cond-mat/0411754",1.100000023841858,2004,1,active_research,,2D layered organic,true,,true,true,false
mat:u2ptc2,U2PtC2,,heavy_fermion,,1.100000023841858,"polycrystal, arXiv:1408.1969",1.100000023841858,2014,1,active_research,,,true,,true,,false
mat:re/aubilayer,Re/Aubilayer,,,,1.100000023841858,"ambient, arXiv:cond-mat/0306598",1.100000023841858,2003,1,active_research,,,true,,,,false
mat:lapd2ge2,LaPd2Ge2,,,,1.100000023841858,"polycrystal, specific_heat, arXiv:0708.0129",1.100000023841858,2007,1,active_research,,,true,,false,,false
mat:al/ti,Al/Ti,,,,1.100000023841858,"ambient, thin_film, resistivity, arXiv:1609.05499, confirmed by 3 papers",1.100000023841858,2006,3,active_research,,,true,,,true,false
mat:la3pt3bi4,La3Pt3Bi4,,,,1.100000023841858,"single_crystal, resistivity, arXiv:2204.08658",1.100000023841858,2022,1,active_research,,,true,true,,,false
mat:srruo3,SrRuO3,,ruthenate,,1.100000023841858,"thin_film, arXiv:1903.02093",1.100000023841858,2016,2,active_research,p-wave,,true,,true,true,false
mat:pb.99tl.01te,Pb.99Tl.01Te,,chalcogenide,,1.100000023841858,"single_crystal, specific_heat, arXiv:0904.3359",1.100000023841858,2009,1,active_research,,,true,,,,false
mat:nb0.807u0.193,Nb0.807U0.193,,conventional,,1.090000033378601,"ambient, thin_film, resistivity, arXiv:2601.13285",1.090000033378601,2026,1,active_research,s-wave,,true,,false,true,false
mat:(pr0.2la0.8)os4sb12,(Pr0.2La0.8)Os4Sb12,,heavy_fermion,,1.0700000524520874,"single_crystal, resistivity, arXiv:cond-mat/0610215",1.0700000524520874,2006,1,active_research,,,true,,false,,false
mat:irsn4,IrSn4,,,,1.059999942779541,"single_crystal, specific_heat, arXiv:2409.20221",1.059999942779541,2024,1,active_research,,,true,,false,,false
mat:wbe2,WBe2,,,,1.0499999523162842,"ambient, polycrystal, resistivity, arXiv:2411.17504",1.0499999523162842,2024,1,active_research,,,true,,,,false
mat:luru3b2,LuRu3B2,,,,1.0399999618530273,"polycrystal, resistivity, arXiv:2512.16945",1.0399999618530273,2025,1,active_research,,,true,,,,false
mat:la5n4h,La5N4H,,hydride,,1.0299999713897705,"P=20 GPa, arXiv:2312.01290",,2023,1,active_research,,2222,,,,,false
mat:ta6c5,Ta6C5,,conventional,,1,"ambient, arXiv:2506.07768",,2025,1,active_research,,,,,false,,false
mat:pb0.99tl0.01te,Pb0.99Tl0.01Te,,chalcogenide,,1,"single_crystal, resistivity, arXiv:1705.00747",,2017,1,active_research,,,,,true,,false
mat:pbte-pb,PbTe-Pb,,chalcogenide,,1,"resistivity, arXiv:2212.02132",1,2022,1,active_research,,,true,,,,false
mat:al/cu,Al/Cu,,,,1,"ambient, thin_film, resistivity, arXiv:cond-mat/0209310",1,2002,1,active_research,,,true,,,,false
mat:laagsb2,LaAgSb2,,,,1,"arXiv:2305.15619, confirmed by 2 papers",0.30000001192092896,2022,2,active_research,,,true,,,true,true
mat:cd3as2,Cd3As2,,,,1,"single_crystal, resistivity, arXiv:1811.02475",1,2018,4,active_research,,,true,true,true,true,false
mat:nb0.45si0.55,Nb0.45Si0.55,,conventional,,1,"thin_film, resistivity, arXiv:1109.3634",1,2011,1,active_research,,,true,,false,,false
mat:β-ta,β-Ta,,elemental,,1,"thin_film, resistivity, arXiv:2207.05534",1,2022,1,active_research,,,true,,false,,false
"mat:cnt(5,0)","CNT(5,0)",,,,1,arXiv:cond-mat/0305006,,2003,1,active_research,,,,,,,false
mat:zrzn2,ZrZn2,,,,1,"ambient, arXiv:cond-mat/0107304, confirmed by 3 papers",1,2001,21,active_research,p-wave,,true,,true,false,false
mat:scv2al20,ScV2Al20,,,,1,"polycrystal, resistivity, arXiv:1603.05320",1,2016,1,active_research,,,true,,false,,false
mat:al/au,Al/Au,,,,1,"thin_film, resistivity, arXiv:0708.0205",1,2007,1,active_research,,,true,,,,false
mat:ti/albilayer,Ti/Albilayer,,,,1,"thin_film, resistivity, arXiv:1404.0998",1,2014,1,active_research,,,true,,,true,false
mat:lan2h3,LaN2H3,,hydride,,1,"P=300 GPa, arXiv:2106.07266",,2021,1,active_research,,,,,,,false
mat:cuino2,CuInO2,,,,1,arXiv:1402.0948,1,2014,1,active_research,,,true,,,,false
mat:rh,Rh,,elemental,,1,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0308528",1,2003,1,active_research,,,true,,false,,false
mat:116cd2re218o7,^116Cd2Re2^18O7,,,,1,"specific_heat, arXiv:1911.11057",1,2019,1,active_research,,,true,,,,false
mat:nb6c5,Nb6C5,,conventional,,1,"ambient, arXiv:2506.07768",,2025,1,active_research,,,,,false,,false
mat:mo43ge57,Mo43Ge57,,conventional,,1,"ambient, thin_film, resistivity, arXiv:cond-mat/0006138, confirmed by 3 papers",1,2000,3,active_research,,,true,,false,true,false
mat:srruo4,SrRuO4,,ruthenate,,1,"ambient, ARPES, arXiv:cond-mat/9707017",1,1997,3,active_research,,,true,,true,,false
mat:(tmtsf)2x,(TMTSF)2X,,organic,,1,arXiv:cond-mat/0001331,,1997,7,active_research,p-wave,,true,,true,true,true
mat:mnp,MnP,,,,1,"P=8 GPa, resistivity, arXiv:1412.7883",,2014,1,active_research,,,,,true,,true
mat:uge2,UGe2,,heavy_fermion,,1,"ambient, arXiv:cond-mat/0304532, confirmed by 2 papers",1,2000,28,active_research,p-wave,,true,,true,,true
mat:pt,Pt,,,,1,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0308528, confirmed by 2 papers",1,2002,3,active_research,,,true,,,,false
mat:ba0.75clnbs2,Ba0.75ClNbS2,,chalcogenide,,1,"single_crystal, resistivity, arXiv:2411.12231",1,2024,1,active_research,,,true,,,true,false
mat:bechgaardsalts,Bechgaardsalts,,elemental,,1,"ambient, arXiv:cond-mat/9908020",1,1999,1,active_research,,,true,,true,,false
mat:ube13,UBe13,,heavy_fermion,,1,"ambient, arXiv:cond-mat/9912030, confirmed by 4 papers",1,1995,12,active_research,,,true,,true,,false
mat:ta/carbonstructures,Ta/carbonstructures,,elemental,,1,"thin_film, resistivity, arXiv:1408.5679",1,2014,1,active_research,,,true,,false,,false
mat:barh2p2,BaRh2P2,,,,1,"specific_heat, arXiv:1803.07235",,2018,1,active_research,,,,,,,false
mat:insb,InSb,,,,1,"ambient, thin_film, resistivity, arXiv:1204.4130",1,2012,2,active_research,,,true,true,,true,false
mat:ta1.6te,Ta1.6Te,,chalcogenide,,1,"ambient, arXiv:2512.15093, confirmed by 2 papers",1,2025,2,active_research,s-wave,,true,,,true,false
mat:[bacuox]2/[cacuo2]11,[BaCuOx]2/[CaCuO2]11,,cuprate,,1,"ambient, thin_film, resistivity, arXiv:cond-mat/0006023",1,2000,1,active_research,,infinite_layer,true,,true,true,false
mat:4hb-tase2,4Hb-TaSe2,,chalcogenide,,1,"ambient, arXiv:cond-mat/0107067",1,2001,1,active_research,,,true,,,,true
mat:cd,Cd,,elemental,,0.9800000190734863,"arXiv:1008.2822, confirmed by 3 papers",0.9800000190734863,1998,5,active_research,,,true,,false,,false
mat:yptbi,YPtBi,,,,0.9800000190734863,"single_crystal, resistivity, arXiv:1312.3229, confirmed by 2 papers",0.949999988079071,2011,9,active_research,,,true,true,true,true,false
mat:kti3sn5,KTi3Sn5,,,,0.9739999771118164,"ambient, arXiv:2202.05588",0.9739999771118164,2022,1,active_research,,,true,,,,false
mat:rbti3sn5,RbTi3Sn5,,,,0.9610000252723694,"ambient, arXiv:2202.05588",0.9610000252723694,2022,1,active_research,,,true,,,,false
mat:sn0.86in0.14te,Sn0.86In0.14Te,,chalcogenide,,0.9599999785423279,"thin_film, resistivity, arXiv:1910.09381",0.9599999785423279,2019,1,active_research,,,true,true,,,false
mat:α-(et)2nh4(scn)4,α-(ET)2NH4(SCN)4,,,,0.9599999785423279,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0303341",0.9599999785423279,2003,1,active_research,s-wave,,true,,,true,false
mat:la7n6h,La7N6H,,hydride,,0.9399999976158142,"P=20 GPa, arXiv:2312.01290",,2023,1,active_research,,2222,,,,,false
mat:(ta0.95cu0.05)1.6te,(Ta0.95Cu0.05)1.6Te,,chalcogenide,,0.9399999976158142,"polycrystal, susceptibility, arXiv:2511.04208, confirmed by 2 papers",0.9100000262260437,2025,2,active_research,,,true,,true,true,false
mat:cerh0.55ir0.45in5,CeRh0.55Ir0.45In5,,heavy_fermion,,0.9399999976158142,"ambient, powder, NQR, arXiv:cond-mat/0408006",0.9399999976158142,2004,1,active_research,,,true,,true,,true
mat:srpd2as2,SrPd2As2,,,,0.9200000166893005,"single_crystal, specific_heat, arXiv:1304.7148",0.9200000166893005,2013,1,active_research,s-wave,,true,,false,,false
mat:ruo2,RuO2,,,,0.9200000166893005,"thin_film, resistivity, arXiv:2005.06543",,2020,2,active_research,,,,,true,true,false
mat:mo,Mo,,elemental,,0.9200000166893005,"ambient, arXiv:cond-mat/0004324, confirmed by 3 papers",0.9200000166893005,1998,5,active_research,,,true,,false,,false
mat:in0.58tase2,In0.58TaSe2,,chalcogenide,,0.9100000262260437,"single_crystal, resistivity, arXiv:2004.03441",0.9100000262260437,2020,1,active_research,,,true,true,true,,true
mat:ba0.91ca0.09ni2as2,Ba0.91Ca0.09Ni2As2,,iron_based,,0.8999999761581421,"single_crystal, resistivity, arXiv:2411.18536",,2024,1,active_research,,,,,true,,false
mat:yrhal,YRhAl,,,,0.8999999761581421,"ambient, resistivity, arXiv:cond-mat/0406109",0.8999999761581421,2004,1,active_research,,,true,,,,false
mat:ce2rhin8,Ce2RhIn8,,heavy_fermion,,0.8999999761581421,"P=1.36 GPa, powder, arXiv:0910.1679",,2004,2,active_research,,,false,,true,true,true
"mat:(ba,ca)ni2as2","(Ba,Ca)Ni2As2",,,,0.8999999761581421,"single_crystal, resistivity, arXiv:2411.18536",0.8999999761581421,2024,1,active_research,,,true,,,,true
mat:nb0.135si0.865,Nb0.135Si0.865,,conventional,,0.8999999761581421,"thin_film, resistivity, arXiv:2102.08642",0.8999999761581421,2021,1,active_research,,,true,,false,true,false
mat:nd0.17ce0.83coin5,Nd0.17Ce0.83CoIn5,,heavy_fermion,,0.8999999761581421,"single_crystal, resistivity, arXiv:0804.0225",0.8999999761581421,2008,2,active_research,,,true,,true,,false
mat:iro3,IrO3,,,,0.8999999761581421,"P=30 GPa, arXiv:2410.18405",,2024,1,active_research,,,,,,,false
mat:wge,WGe,,conventional,,0.8999999761581421,"thin_film, resistivity, arXiv:2511.20868",0.8999999761581421,2025,1,active_research,,,true,,false,true,false
mat:(tba)xnbse2,(TBA)xNbSe2,,chalcogenide,,0.8999999761581421,"STM, arXiv:2601.14902",,2026,1,active_research,,,,,,,true
mat:ceco$0.8$ni$0.2$in$5$,CeCo$_{0.8}$Ni$_{0.2}$In$_5$,,heavy_fermion,,0.8799999952316284,"single_crystal, resistivity, arXiv:1607.08680",,2016,1,active_research,,,,,true,,false
mat:pr(os0.2ru0.8)4sb12,Pr(Os0.2Ru0.8)4Sb12,,heavy_fermion,,0.8799999952316284,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0411395",0.8799999952316284,2004,1,active_research,,,true,,false,,false
mat:ucoge,UCoGe,,heavy_fermion,,0.8700000047683716,"single_crystal, resistivity, arXiv:2109.14426, confirmed by 2 papers",0.8199999928474426,2007,36,active_research,p-wave,,true,,true,,true
mat:ce0.875la0.125coin5,Ce0.875La0.125CoIn5,,heavy_fermion,,0.8600000143051147,"ambient, single_crystal, resistivity, arXiv:cond-mat/0204059",0.8600000143051147,2002,1,active_research,d-wave,,true,,true,,false
mat:auxsi1,AuxSi1-x,,,,0.8600000143051147,"ambient, amorphous alloy, resistivity, arXiv:cond-mat/9611187",0.8600000143051147,1996,1,active_research,,,true,,,,false
mat:zn,Zn,,elemental,,0.8500000238418579,"nanowire, resistivity, arXiv:1002.2016, confirmed by 3 papers",0.8500000238418579,2005,7,active_research,,,true,,false,true,false
mat:zr41.2ti13.8cu12.5ni10be22.5,Zr41.2Ti13.8Cu12.5Ni10Be22.5,,,,0.8500000238418579,"ambient, unknown, arXiv:cond-mat/0405616",0.8500000238418579,2004,1,active_research,s-wave,,true,,false,,false
mat:nb0.18si0.82,Nb0.18Si0.82,,conventional,,0.8500000238418579,"thin_film, arXiv:1810.12801",0.8500000238418579,2018,1,active_research,,,true,,false,,false
mat:wp,WP,,,,0.8399999737739563,"ambient, single_crystal, resistivity, arXiv:1901.04662",0.8399999737739563,2019,2,active_research,,,true,true,,true,false
mat:yru3b2,YRu3B2,,kagome,,0.8399999737739563,"polycrystal, resistivity, arXiv:2512.16945, confirmed by 3 papers",0.8399999737739563,2025,3,active_research,,,true,,true,,false
mat:tise2,TiSe2,,chalcogenide,,0.8399999737739563,"P=5 GPa, arXiv:1104.0492",,2011,2,active_research,,,false,true,,true,true
mat:bi2ta3s6,Bi2Ta3S6,,chalcogenide,,0.8399999737739563,"ambient, single_crystal, resistivity, arXiv:2601.10195, confirmed by 2 papers",0.8399999737739563,2026,2,active_research,,,true,true,,,false
mat:au0.7in0.3,Au0.7In0.3,,,,0.8199999928474426,"ambient, thin_film, resistivity, arXiv:cond-mat/0307629, confirmed by 4 papers",0.8199999928474426,1999,7,active_research,,,true,,,true,false
mat:ti-al,Ti-Al,,,,0.8199999928474426,"thin_film, resistivity, arXiv:1601.01466",,2016,1,active_research,,,,,,,false
mat:hf60cu40,Hf60Cu40,,,,0.8199999928474426,"thin_film, resistivity, arXiv:0806.0515",0.8199999928474426,2008,1,active_research,,,true,,,,false
mat:pr(os0.4ru0.6)4sb12,Pr(Os0.4Ru0.6)4Sb12,,heavy_fermion,,0.8100000023841858,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0411395, confirmed by 3 papers",0.8100000023841858,2003,3,active_research,,,true,,false,,false
mat:laalo3/srtio3interface,LaAlO3/SrTiO3interface,,,,0.800000011920929,"arXiv:1311.1791, confirmed by 4 papers",0.800000011920929,2008,15,active_research,,,true,,,true,false
mat:la2rh3+dsb4,La2Rh3+δSb4,,,,0.800000011920929,"single_crystal, resistivity, arXiv:2206.05635",0.800000011920929,2022,1,active_research,,,true,,,,false
mat:bi2.20sr1.80cuo6,Bi2.20Sr1.80CuO6+δ,,cuprate,,0.800000011920929,"single_crystal, susceptibility, arXiv:cond-mat/0611349",0.800000011920929,2006,1,active_research,,Bi-2201,true,,true,,false
mat:ceir0.9rh0.1in5,CeIr0.9Rh0.1In5,,heavy_fermion,,0.800000011920929,"ambient, single_crystal, specific_heat, arXiv:cond-mat/0108081",0.800000011920929,2001,1,active_research,,,true,,true,true,false
mat:pb-ce,Pb-Ce,,heavy_fermion,,0.800000011920929,"thin_film, resistivity, arXiv:1710.08210",0.6000000238418579,2017,1,active_research,,,true,,true,true,false
mat:nb4pt0.14sisb2,Nb4Pt0.14SiSb2,,,,0.800000011920929,"ambient, polycrystal, resistivity, arXiv:2208.04834",0.800000011920929,2022,1,active_research,,,true,,,,false
mat:abcagraphene,ABCAgraphene,,,,0.800000011920929,arXiv:2303.17286,,2023,1,active_research,p-wave,,,,true,true,false
mat:pr(os0.6ru0.4)4sb12,Pr(Os0.6Ru0.4)4Sb12,,heavy_fermion,,0.800000011920929,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0411395",0.800000011920929,2004,1,active_research,s-wave,,true,,false,,false
mat:nb4pd0.2sisb2,Nb4Pd0.2SiSb2,,,,0.800000011920929,"ambient, polycrystal, resistivity, arXiv:2208.04834",0.800000011920929,2022,1,active_research,,,true,,,,false
mat:ti/al,Ti/Al,,,,0.7900000214576721,"thin_film, resistivity, arXiv:1601.02955",0.7900000214576721,2016,1,active_research,,,true,,,,false
mat:be(10.0b)2.75,Be(^10.0B)2.75,,,,0.7900000214576721,"ambient, polycrystal, resistivity, arXiv:cond-mat/0104063",0.7900000214576721,2001,1,active_research,,,true,,,,false
mat:ce0.85la0.15coin5,Ce0.85La0.15CoIn5,,heavy_fermion,,0.7799999713897705,"ambient, single_crystal, resistivity, arXiv:cond-mat/0204059",0.7799999713897705,2002,1,active_research,d-wave,,true,,true,,false
mat:nb0.685u0.315,Nb0.685U0.315,,conventional,,0.7749999761581421,"ambient, thin_film, resistivity, arXiv:2601.13285",0.7749999761581421,2026,1,active_research,s-wave,,true,,false,true,false
mat:in-o,In-O,,,,0.7699999809265137,"ambient, thin_film, resistivity, arXiv:cond-mat/0101447",0.7699999809265137,2000,2,active_research,,,true,,,true,false
mat:sr0.985ca0.015tio3,Sr0.985Ca0.015TiO3,,,,0.75,arXiv:2203.16208,0.75,2022,1,active_research,,,true,,,,false
mat:nb5-dte4,Nb5-δTe4,,chalcogenide,,0.75,"ambient, single_crystal, resistivity, arXiv:cond-mat/0412315",0.75,2004,1,active_research,,,true,,false,,false
mat:la2ir3ga5,La2Ir3Ga5,,,,0.75,"ambient, resistivity, arXiv:2311.18507",,2023,1,active_research,,,,,,,false
mat:laos4sb12,LaOs4Sb12,,,,0.75,"ambient, NQR, arXiv:cond-mat/0209106, confirmed by 2 papers",0.75,2002,10,active_research,s-wave,,true,,false,,false
mat:bisbtese2,BiSbTeSe2,,chalcogenide,,0.75,"thin_film, resistivity, arXiv:1803.09976",0.75,2018,2,active_research,,,true,true,true,true,false
mat:sr0.95ba0.05tio3,Sr0.95Ba0.05TiO3,,,,0.75,arXiv:2203.16208,0.75,2022,1,active_research,,,true,,,,false
mat:nb3pdxse7,Nb3PdxSe7,,chalcogenide,,0.75,"single_crystal, specific_heat, arXiv:1306.6868",,2013,1,active_research,,,,,true,true,true
mat:nb0.610u0.390,Nb0.610U0.390,,conventional,,0.7490000128746033,"ambient, thin_film, resistivity, arXiv:2601.13285",0.7490000128746033,2026,1,active_research,s-wave,,true,,false,true,false
mat:al6re,Al6Re,,,,0.7400000095367432,"single_crystal, magnetization, arXiv:1903.02301",0.7400000095367432,2019,1,active_research,,,true,,,,false
mat:be(10.8b)2.75,Be(^10.8B)2.75,,,,0.7200000286102295,"ambient, polycrystal, resistivity, arXiv:cond-mat/0104063",0.7200000286102295,2001,1,active_research,,,true,,,,false
mat:os,Os,,elemental,,0.699999988079071,"ambient, arXiv:cond-mat/0207318",0.699999988079071,1998,3,active_research,,,true,,false,,false
mat:bani2(as0.952p0.048)2,BaNi2(As0.952P0.048)2,,,,0.699999988079071,"single_crystal, resistivity, arXiv:2207.02294",0.699999988079071,2022,1,active_research,,,true,,,,true
mat:3nmlao/kto(110),3nmLAO/KTO(110),,,,0.699999988079071,"thin_film, resistivity, arXiv:2301.13488",0.699999988079071,2023,1,active_research,,,true,,,true,false
mat:na0.4wo3,Na0.4WO3,,,,0.699999988079071,"ambient, arXiv:cond-mat/0203120",0.699999988079071,2002,1,active_research,,perovskite,true,,,,false
